2,0.000004
10,0.000005
20,0.000004
30,0.000006
40,0.000010
50,0.000014
60,0.000018
70,0.000023
80,0.000029
90,0.000036
100,0.00042
200,0.000156
300,0.000343
400,0.000456
500,0.000641
600,0.000906
700,0.001231
800,0.001426
900,0.001831
1000,0.002248
1500,0.003804
2000,0.008144
5000,0.047183
10000,0.173830
20000,0.794572
30000,1.607587
40000,2.812890
50000,4.395214
