2,0.000002
10,0.000003
20,0.000004
30,0.000005
40,0.000009
50,0.000013
60,0.000018
70,0.000024
80,0.000030
90,0.000037
100,0.00045
200,0.000171
300,0.000971
400,0.000627
500,0.000990
600,0.001369
700,0.001722
800,0.002130
900,0.003231
1000,0.003768
1500,0.017319
2000,0.028863
5000,0.230972
10000,1.325081
20000,6.562733
30000,16.778666
40000,31.927741
50000,49.474701
